#Frame      Mode1    Mode2    Mode3
    1999  -40.499  -20.674  -39.867
    2000  -34.704  -19.896  -48.155
    2001  -54.753  -14.793  -48.526
    2002  -46.823   -2.886  -51.637
    2003  -34.283   -5.700  -51.956
    2004  -26.932  -16.279  -45.217
    2005  -41.239   -7.481  -26.838
    2006  -34.283  -19.219  -46.617
    2007  -25.288   -7.167  -45.824
    2008  -33.608   -4.855  -28.972
    2009  -39.391  -13.627  -36.943
    2010  -18.583  -29.731  -28.651
    2011  -37.432  -11.970  -20.917
    2012  -24.036   -4.946  -22.147
    2013  -34.679    4.515    3.046
    2014  -26.814  -15.889  -21.367
    2015  -43.710   -5.295  -36.590
    2016  -51.535  -17.489  -38.416
    2017  -44.980  -23.619  -38.665
    2018  -40.258  -33.132  -27.970
    2019  -38.424  -31.807  -27.860
    2020  -55.240  -27.112  -38.711
    2021  -43.879  -22.636  -29.582
    2022  -46.439  -26.829  -27.689
    2023  -17.627  -38.819  -40.717
    2024  -51.755  -10.284  -28.976
    2025  -30.496  -19.481  -26.446
    2026  -58.817  -13.077  -39.820
    2027  -46.291  -22.980  -38.523
    2028  -48.052   -9.439  -40.377
    2029  -54.328   -6.213  -31.264
    2030  -59.151   15.994  -31.316
    2031  -54.613   -1.926  -28.777
    2032  -59.380   -6.577  -25.407
    2033  -54.649   -4.222  -10.732
    2034  -45.958  -21.130  -28.863
    2035  -46.531  -18.773  -21.721
    2036  -47.531  -17.513  -38.080
    2037  -80.706   -7.537  -50.249
    2038  -56.518  -10.702  -40.128
    2039  -53.879   -4.931  -39.728
    2040  -51.128   -7.429  -36.062
    2041  -55.329   -9.585  -36.727
    2042  -47.622  -11.965  -48.358
    2043  -42.523   -6.453  -36.023
    2044  -53.929   -8.508  -28.378
    2045  -48.271  -11.983  -19.298
    2046  -45.866  -13.651  -33.469
    2047  -48.863   -4.847  -34.436
    2048  -65.141    1.477  -31.115
    2049  -58.529  -22.863  -33.400
    2050  -63.330   -7.334  -41.894
    2051  -29.301  -23.955  -33.531
    2052  -58.232   -5.517  -36.490
    2053  -39.146  -21.785  -29.802
    2054  -42.667   -1.780  -29.966
    2055  -63.104  -15.421  -36.456
    2056  -44.923  -27.514  -37.249
    2057  -24.803  -44.696  -42.639
    2058  -32.454  -29.247  -34.436
    2059  -43.955  -24.775  -28.228
    2060  -46.266  -18.467  -27.412
    2061  -30.755  -38.013  -36.564
    2062  -55.822  -17.295  -45.623
    2063  -44.352  -25.243  -36.945
    2064  -44.908  -17.929  -31.813
    2065  -71.673   -4.398  -33.673
    2066  -58.029  -11.190  -35.588
    2067  -56.859  -25.765  -36.074
    2068  -68.729  -10.576  -46.688
    2069  -62.510   -7.951  -45.408
    2070  -65.744   -6.840  -57.985
    2071  -67.310  -10.229  -53.354
    2072  -54.407   -4.448  -43.172
    2073  -43.112  -10.619  -28.822
    2074  -63.108   11.112  -35.910
    2075  -45.194    5.263  -47.164
    2076  -60.431   -0.327  -50.987
    2077  -56.589    0.914  -43.688
    2078  -60.657    9.800  -22.645
    2079  -74.231    9.641  -20.785
    2080  -57.853   -6.953  -20.468
    2081  -60.253    3.062  -30.834
    2082  -62.347    3.009  -27.456
    2083  -69.994    0.908  -34.291
    2084  -63.417   -8.002  -46.622
    2085  -71.194   -3.110  -38.083
    2086  -69.173   -5.294  -44.760
    2087  -66.787   -3.636  -40.878
    2088  -76.464    7.998  -51.909
    2089  -53.074  -22.613  -53.892
    2090  -40.852  -16.943  -42.151
    2091  -50.530  -10.091  -53.824
    2092  -63.877  -11.056  -49.790
    2093  -49.425   -2.079  -53.390
    2094  -33.248  -13.375  -54.116
    2095  -56.928    7.936  -34.009
    2096  -61.357   -8.535  -50.422
    2097  -46.452   -7.036  -49.127
    2098  -32.580  -19.575  -50.886
    2099  -22.649  -15.061  -50.772
    2100  -47.165    4.781  -58.741
    2101  -49.051  -13.852  -61.345
    2102  -48.398    0.880  -49.982
    2103  -41.644  -12.563  -51.312
    2104  -29.507  -27.331  -66.300
    2105  -43.518  -13.651  -56.774
    2106  -56.879   -6.550  -63.477
    2107  -68.530   15.556  -45.834
    2108  -57.575   15.190  -39.722
    2109  -50.744   -6.963  -49.374
    2110  -50.431   -8.317  -28.906
    2111  -51.194   15.265  -28.273
    2112  -47.358   -9.812  -36.775
    2113  -49.718   -9.871  -62.180
    2114  -28.386  -10.919  -51.030
    2115  -36.301  -18.639  -56.970
    2116  -46.721  -16.337  -64.021
    2117  -44.662  -18.621  -62.936
    2118  -50.654   -9.226  -53.247
    2119  -53.812    0.349  -37.605
    2120  -66.610   -1.013  -52.676
    2121  -38.871   -4.075  -50.893
    2122  -41.017  -12.504  -45.292
    2123  -43.779   -8.312  -46.870
    2124  -43.390   -8.316  -47.037
    2125  -35.259  -18.254  -54.743
    2126  -19.532  -29.985  -63.316
    2127  -22.965  -13.113  -64.936
    2128  -36.367   -1.116  -70.719
    2129  -40.422  -10.876  -65.509
    2130  -45.990   -7.618  -70.030
    2131  -49.558    0.674  -54.621
    2132  -57.205    6.601  -29.611
    2133  -46.557   -5.697  -46.432
    2134  -30.445    4.535  -42.722
    2135  -21.314   -5.895  -55.318
    2136  -19.599  -14.249  -53.841
    2137   -6.001   -1.580  -30.597
    2138  -33.039    3.939  -37.984
    2139   -3.504  -21.909  -42.104
    2140   -4.019  -25.696  -41.904
    2141  -20.102    6.385  -49.610
    2142  -24.051   -0.761  -55.895
    2143  -30.784  -16.345  -57.600
    2144  -33.809  -22.326  -64.619
    2145  -35.339  -30.826  -73.733
    2146  -36.540  -30.533  -64.134
    2147  -28.982  -22.412  -65.365
    2148  -60.312  -18.798  -64.879
    2149  -52.888  -21.045  -68.957
    2150  -40.914  -20.480  -59.710
    2151  -44.935  -24.851  -57.672
    2152  -60.128   -1.332  -52.324
    2153  -40.358  -16.438  -74.540
    2154  -45.173  -15.902  -61.057
    2155  -39.198  -26.914  -66.473
    2156  -35.087  -32.745  -67.365
    2157  -52.204  -14.841  -59.618
    2158  -33.042  -28.637  -64.995
    2159  -30.161  -22.792  -55.723
    2160  -33.517  -26.636  -73.792
    2161  -17.860  -18.150  -55.035
    2162  -24.846   -3.421  -47.613
    2163  -55.729    9.829  -45.063
    2164  -31.352    8.165  -34.493
    2165  -44.909   16.828  -38.060
    2166  -46.778   11.734  -44.407
    2167  -46.911   -4.499  -44.261
    2168  -45.737   -4.694  -41.440
    2169  -42.282   -0.838  -30.853
    2170  -39.508   10.204  -45.323
    2171  -22.160  -10.992  -48.990
    2172  -16.273   -8.233  -45.896
    2173  -42.721    4.071  -53.413
    2174  -47.645    7.859  -41.745
    2175  -46.473    3.034  -61.136
    2176  -48.250   -1.672  -60.417
    2177  -29.617   -6.816  -47.963
    2178  -32.522   -3.057  -31.569
    2179  -38.312    0.839  -52.405
    2180  -40.685  -13.409  -56.867
    2181  -45.371    1.744  -70.394
    2182  -45.003  -11.425  -67.687
    2183  -27.898  -10.406  -59.157
    2184  -39.490   11.038  -41.586
    2185  -37.056   -5.194  -48.624
    2186  -31.831    2.597  -44.492
    2187  -29.002   -4.701  -51.936
    2188  -41.653   -0.367  -43.714
    2189  -39.991  -16.010  -53.507
    2190  -44.069   -4.788  -52.736
    2191  -17.198  -21.493  -44.570
    2192  -16.004  -24.133  -47.645
    2193  -26.228  -12.137  -43.709
    2194  -26.366   -9.403  -43.481
    2195  -24.441  -11.882  -40.161
    2196  -25.534  -11.246  -42.789
    2197  -21.889  -11.455  -45.375
    2198  -32.638  -13.793  -41.673
    2199  -40.213   -6.874  -42.437
    2200  -30.934  -11.376  -48.902
    2201  -23.445  -22.380  -57.824
    2202  -20.982  -20.406  -54.004
    2203   -6.978  -27.522  -58.976
    2204  -20.628  -19.747  -46.459
    2205  -19.616  -17.763  -44.586
    2206  -12.302  -28.009  -48.906
    2207  -33.775  -32.460  -75.842
    2208  -37.073  -37.482  -59.856
    2209  -31.294  -27.220  -65.481
    2210  -24.848  -24.679  -47.409
    2211  -36.782  -17.853  -49.581
    2212  -23.248   -9.833  -44.473
    2213  -32.866   -8.880  -49.659
    2214  -29.974  -21.284  -53.009
    2215  -35.675  -20.963  -32.877
    2216  -25.259  -28.463  -62.378
    2217  -41.867  -15.114  -40.783
    2218  -48.055   13.494  -28.003
    2219  -25.350   -4.814  -49.773
    2220  -25.635  -15.196  -59.745
    2221  -22.569    3.708  -37.839
    2222  -20.982    8.146  -40.015
    2223    0.997  -14.780  -38.862
    2224  -35.633    3.729  -62.219
    2225  -36.095   11.391  -47.242
    2226  -45.377    7.095  -46.816
    2227  -30.466    0.720  -46.350
    2228  -37.734   10.792  -34.081
    2229  -14.417   10.823  -39.127
    2230   -6.702    4.661  -30.462
    2231  -18.754   -4.136  -31.225
    2232  -30.341    2.681  -27.436
    2233  -32.345   -3.351  -49.397
    2234  -23.378   -8.570  -50.914
    2235  -24.840    0.273  -42.015
    2236  -34.124   10.483  -21.511
    2237  -48.885    2.575  -23.718
    2238  -53.718    8.505  -10.625
    2239  -32.864    9.502  -20.526
    2240  -25.949    3.657  -33.238
    2241  -28.829    3.776  -33.371
    2242  -45.335    1.187  -34.872
    2243  -45.084   -4.692  -42.594
    2244  -59.539    3.562  -43.051
    2245  -62.153   11.538  -39.596
    2246  -41.865   12.114  -33.359
    2247  -30.106   -7.959  -35.579
    2248  -43.207   10.706  -22.692
    2249  -35.567   12.444  -24.967
    2250  -21.721    7.066  -13.449
    2251  -13.903   -5.072  -25.282
    2252  -11.972   -6.795  -29.954
    2253  -12.421  -10.141  -15.340
    2254   -7.536  -30.707  -33.690
    2255  -29.785  -16.408  -41.987
    2256  -35.651   -4.414  -42.357
    2257  -46.795    4.746  -40.695
    2258  -31.542   -2.001  -24.010
    2259  -26.465   -3.821  -40.540
    2260  -20.540   -8.844  -47.098
    2261  -14.358  -11.126  -47.864
    2262   10.576  -39.758  -50.933
    2263    7.506  -32.448  -46.833
    2264    8.964  -34.252  -40.555
    2265    0.515  -41.717  -55.900
    2266    6.451  -47.524  -74.821
    2267   14.068  -41.435  -51.056
    2268   14.300  -25.559  -44.018
    2269   12.991  -23.416  -34.693
    2270   37.409  -41.038  -50.277
    2271   36.357  -34.846  -48.826
    2272   24.722  -39.528  -47.870
    2273   17.030  -24.072  -47.592
    2274   30.255  -26.808  -57.939
    2275   24.319  -32.964  -51.089
    2276   -4.734    6.499  -36.341
    2277   -4.815   15.553  -21.375
    2278   19.382    1.944  -12.816
    2279    9.163   -8.085  -19.284
    2280  -12.768   15.689  -10.539
    2281  -32.513   32.891  -15.059
    2282  -18.805   33.632   -3.390
    2283  -39.986   35.374  -16.915
    2284  -38.273   37.692  -10.503
    2285  -26.786   46.770  -12.958
    2286  -29.900   46.551   -3.192
    2287  -27.352   47.176  -11.474
    2288  -30.157   52.973  -12.043
    2289  -43.325   58.025  -13.233
    2290  -35.036   51.223   -7.863
    2291  -23.824   33.534  -19.219
    2292  -24.868   37.368  -26.401
    2293  -37.405   47.161  -24.456
    2294  -18.420   42.140  -16.633
    2295  -19.135   40.142  -15.405
    2296  -27.230   33.053  -19.132
    2297  -35.891   46.502  -35.013
    2298  -31.213   41.357  -23.472
    2299  -17.935   41.833  -20.211
    2300  -42.038   54.880  -19.431
    2301  -29.954   50.384  -23.544
    2302  -19.786   41.573  -22.391
    2303  -28.552   46.644  -12.666
    2304  -39.209   46.448  -36.295
    2305  -30.065   38.532  -19.333
    2306  -50.926   43.019  -17.903
    2307  -42.834   40.822  -14.789
    2308  -37.147   47.359  -18.753
    2309  -34.696   39.202  -21.796
    2310  -52.657   49.623  -20.851
    2311  -60.402   45.573  -21.900
    2312  -32.753   40.349  -16.564
    2313  -37.900   37.636  -13.881
    2314  -43.022   47.655  -21.946
    2315  -46.263   39.409  -28.055
    2316  -33.107   39.818  -23.897
    2317  -25.773   33.393  -21.955
    2318  -29.751   30.250  -34.676
    2319  -38.019   41.539  -21.111
    2320  -39.145   44.973  -21.722
    2321  -26.489   34.373  -21.026
    2322   -9.241   26.819  -19.735
    2323  -50.883   58.200  -15.121
    2324  -42.095   39.885  -25.550
    2325  -38.624   50.914  -13.199
    2326  -30.864   36.088  -18.816
    2327  -28.143   35.270  -17.362
    2328  -32.664   40.305   -7.884
    2329  -23.990   38.532  -21.979
    2330  -20.988   50.319   -2.433
    2331  -17.135   46.492   -7.493
    2332  -28.838   36.289  -15.018
    2333  -19.857   36.838  -12.112
    2334  -27.348   37.478  -31.847
    2335  -21.282   38.871   -3.602
    2336  -13.366   20.075  -14.164
    2337  -18.534   26.540  -18.563
    2338  -30.991   21.807  -25.301
    2339  -57.476   52.872  -14.913
    2340  -47.746   37.661  -14.386
    2341  -12.228   26.185  -27.327
    2342  -20.215   26.609  -31.378
    2343  -15.178   26.792  -38.217
    2344  -17.284   33.392  -20.554
    2345  -16.496   21.136  -20.861
    2346    7.412    1.337  -35.282
    2347   11.856    1.262  -37.091
    2348   -4.405   18.016  -23.125
    2349  -14.730   28.007  -23.360
    2350  -28.737   42.687   -5.843
    2351  -11.365   39.213  -13.850
    2352  -29.787   38.604  -18.959
    2353  -32.036   44.125  -27.710
    2354  -47.319   59.527  -25.176
    2355  -48.716   64.696  -23.980
    2356  -52.133   64.202  -15.719
    2357  -61.658   70.944  -22.466
    2358  -45.537   52.810  -18.233
    2359  -61.893   64.717  -21.200
    2360  -47.428   60.043  -30.263
    2361  -21.843   55.618  -21.019
    2362  -10.005   51.753  -16.068
    2363  -24.083   54.773  -17.941
    2364  -25.804   52.355  -13.210
    2365  -30.559   54.607  -20.751
    2366  -37.830   63.145  -24.904
    2367  -22.622   55.926  -22.308
    2368  -31.270   63.311  -14.352
    2369  -20.164   51.333  -13.395
    2370  -31.268   51.001  -18.290
    2371  -19.040   54.731  -13.244
    2372  -29.099   57.144  -24.993
    2373  -20.530   63.582  -21.782
    2374  -40.630   68.693  -19.578
    2375  -24.520   53.710  -30.198
    2376   -5.359   52.247  -18.898
    2377  -19.544   48.284  -23.387
    2378  -31.114   50.375  -40.250
    2379  -27.287   51.406  -24.855
    2380  -31.542   58.485  -22.887
    2381  -11.710   46.175  -35.272
    2382  -17.036   44.813  -43.197
    2383  -11.405   48.746  -28.234
    2384  -16.786   53.474  -41.475
    2385  -10.807   44.881  -29.813
    2386   -5.725   52.250  -29.803
    2387   -5.457   47.819  -18.313
    2388  -14.062   43.720  -36.351
    2389  -33.982   42.963  -36.752
    2390  -22.638   62.215  -14.163
    2391  -21.780   60.832  -16.091
    2392   -7.955   45.229  -11.386
    2393   -7.993   47.520  -15.589
    2394  -16.832   52.171  -29.315
    2395   -3.647   52.800  -19.815
    2396    3.965   48.011  -27.610
    2397  -17.820   51.501  -24.703
    2398  -22.176   55.776  -22.554
    2399  -17.738   60.875   -2.803
    2400   -6.613   52.235  -16.153
    2401  -18.523   49.809  -12.475
    2402  -24.903   49.523  -28.164
    2403    3.584   50.049  -11.713
    2404  -15.536   55.118  -18.150
    2405   -4.045   37.324  -22.204
    2406  -20.573   45.823  -32.389
    2407    3.897   40.900  -36.451
    2408   -5.363   47.104  -31.365
    2409   24.086   35.169  -28.913
    2410   23.192   31.243  -36.484
    2411   12.553   35.931  -41.488
    2412   15.819   45.161  -21.124
    2413   -9.362   47.666  -26.029
    2414   20.649   35.745  -13.184
    2415   12.913   34.999  -29.447
    2416   20.437   39.892  -23.878
    2417    3.736   46.187  -20.861
    2418    6.262   36.166  -24.619
    2419   -0.648   39.091  -28.233
    2420   12.896   24.381  -29.713
    2421    5.284   36.610  -34.209
    2422   13.312   34.058  -40.679
    2423   20.558   29.040  -42.861
    2424   25.806   22.480  -39.609
    2425   13.462   31.716  -25.261
    2426   -2.877   47.724  -25.731
    2427   -1.771   45.980  -25.117
    2428    3.535   46.935  -34.697
    2429   -1.123   41.856  -41.302
    2430    2.051   42.752  -34.805
    2431    2.665   50.369  -25.909
    2432   -6.980   56.561  -24.185
    2433    2.656   40.182  -26.527
    2434   19.708   45.202  -41.261
    2435   13.520   34.578  -45.581
    2436   -4.278   48.493  -48.541
    2437   -5.637   47.756  -41.022
    2438   -8.329   48.748  -39.649
    2439    6.051   49.437  -32.155
    2440   10.050   34.040  -31.699
    2441   -8.740   48.870  -38.115
    2442  -10.854   60.223  -32.541
    2443   -1.212   44.294  -35.647
    2444   -6.753   51.253  -31.621
    2445  -14.975   50.985  -46.050
    2446  -31.376   62.663  -32.338
    2447  -17.407   54.445  -34.719
    2448  -21.696   48.806  -38.142
    2449   -8.161   45.296  -38.392
    2450    3.739   38.588  -37.506
    2451   23.285   39.560  -32.054
    2452   15.440   35.839  -34.586
    2453   13.726   37.836  -25.227
    2454   27.181   32.906  -33.853
    2455   28.989   22.961  -34.621
    2456   18.419   23.037  -63.187
    2457   -0.296   37.379  -50.137
    2458    4.115   28.173  -42.277
    2459    6.340   26.476  -49.256
    2460   -4.323   45.973  -31.496
    2461    3.744   28.464  -47.553
    2462   17.387   28.666  -34.780
    2463   37.797   27.406  -32.805
    2464   26.612   33.290  -23.010
    2465   31.782   23.266  -40.250
    2466   33.797   32.219  -26.313
    2467   36.928   23.010  -31.607
    2468   10.437   38.983  -29.274
    2469   28.782   31.041  -27.501
    2470   24.101   31.077  -32.573
    2471   14.528   32.172  -37.769
    2472    5.028   43.897  -23.030
    2473  -10.273   45.001  -27.716
    2474   11.973   47.681   -6.398
    2475  -12.922   48.922  -27.124
    2476    4.502   39.511  -33.793
    2477   18.459   40.138  -20.498
    2478   -6.666   40.560  -11.055
    2479  -13.168   39.514  -28.706
    2480  -15.070   46.560  -11.898
    2481   -8.583   48.060   -2.474
    2482  -10.496   42.187   -7.331
    2483  -10.467   45.099   -7.427
    2484   13.363   28.588  -23.752
    2485   -2.306   36.713  -31.466
    2486   -3.481   40.552  -22.989
    2487    1.864   34.220  -29.904
    2488   21.890   22.686  -22.904
    2489   -1.697   42.194  -33.750
    2490   -1.854   35.848  -35.210
    2491   10.233   30.477  -40.036
    2492   12.017   26.205  -34.963
    2493    9.849   17.292  -29.969
    2494    9.226   25.969  -33.283
    2495   19.417   38.772  -22.412
    2496    3.535   31.725  -38.440
    2497   -4.593   33.263  -37.437
    2498   11.766   40.378  -23.185
    2499    5.011   33.886  -26.564
    2500   -2.417   53.307   -5.884
